Anio,Cveestado,Nomestado,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
1987,1,Aguascalientes,1,Abeja,2,Cera,8.000,0.000,4.00,32.000,0
1987,1,Aguascalientes,1,Abeja,7,Miel,120.000,0.000,2.08,250.000,0
1987,1,Aguascalientes,3,Ave     ,1,Carne,9093.000,0.000,2.55,23169.000,0
1987,1,Aguascalientes,3,Ave     ,4,Huevo-plato,5050.000,0.000,1.06,5338.000,0
1987,1,Aguascalientes,3,Ave     ,8,Ganado en pie,10609.000,0.000,1.64,17347.840,0
1987,1,Aguascalientes,4,Bovino,1,Carne,8042.000,0.000,2.09,16800.000,0
1987,1,Aguascalientes,4,Bovino,3,Ganado en pie,14652.000,0.000,0.86,12600.720,0
1987,1,Aguascalientes,4,Bovino,6,Leche,188726.000,0.000,0.33,62468.000,0
1987,1,Aguascalientes,6,Caprino,1,Carne,516.000,0.000,1.77,915.000,0
1987,1,Aguascalientes,6,Caprino,3,Ganado en pie,992.000,0.000,0.90,890.820,0
1987,1,Aguascalientes,6,Caprino,6,Leche,1095.000,0.000,0.36,390.000,0
1987,1,Aguascalientes,12,Ovino,1,Carne,257.000,0.000,2.06,530.000,0
1987,1,Aguascalientes,12,Ovino,3,Ganado en pie,640.000,0.000,1.13,725.120,0
1987,1,Aguascalientes,12,Ovino,5,Lana,47.000,0.000,1.26,59.000,0
1987,1,Aguascalientes,14,Porcino,1,Carne,4788.000,0.000,2.28,10926.000,0
1987,1,Aguascalientes,14,Porcino,3,Ganado en pie,6900.000,0.000,1.03,7100.100,0
1987,2,Baja California,1,Abeja,7,Miel,106.000,0.000,2.06,218.000,0
1987,2,Baja California,3,Ave     ,1,Carne,4230.000,0.000,1.90,8054.000,0
1987,2,Baja California,3,Ave     ,4,Huevo-plato,13400.000,0.000,1.05,14003.000,0
1987,2,Baja California,3,Ave     ,8,Ganado en pie,5552.000,0.000,1.58,8756.060,0
1987,2,Baja California,4,Bovino,1,Carne,32882.000,0.000,1.79,58892.000,0
1987,2,Baja California,4,Bovino,3,Ganado en pie,58824.000,0.000,0.79,46176.840,0
1987,2,Baja California,4,Bovino,6,Leche,230500.000,0.000,0.33,76296.000,0
1987,2,Baja California,6,Caprino,1,Carne,320.000,0.000,1.80,575.000,0
1987,2,Baja California,6,Caprino,3,Ganado en pie,722.000,0.000,0.93,670.020,0
1987,2,Baja California,6,Caprino,6,Leche,700.000,0.000,0.35,245.000,0
1987,2,Baja California,12,Ovino,1,Carne,13.000,0.000,2.15,28.000,0
1987,2,Baja California,12,Ovino,3,Ganado en pie,37.000,0.000,0.72,26.710,0
1987,2,Baja California,12,Ovino,5,Lana,4.000,0.000,1.25,5.000,0
1987,2,Baja California,14,Porcino,1,Carne,7985.000,0.000,1.93,15387.000,0
1987,2,Baja California,14,Porcino,3,Ganado en pie,10914.000,0.000,0.85,9244.160,0
1987,3,Baja California Sur,1,Abeja,2,Cera,4.000,0.000,4.10,16.400,0
1987,3,Baja California Sur,1,Abeja,7,Miel,130.000,0.000,2.09,271.000,0
1987,3,Baja California Sur,3,Ave     ,1,Carne,930.000,0.000,1.97,1828.000,0
1987,3,Baja California Sur,3,Ave     ,4,Huevo-plato,1797.000,0.000,1.07,1925.000,0
1987,3,Baja California Sur,3,Ave     ,8,Ganado en pie,1149.000,0.000,1.77,2029.590,0
1987,3,Baja California Sur,4,Bovino,1,Carne,3571.000,0.000,1.80,6442.000,0
1987,3,Baja California Sur,4,Bovino,3,Ganado en pie,6980.000,0.000,0.83,5786.420,0
1987,3,Baja California Sur,4,Bovino,6,Leche,21820.000,0.000,0.32,7048.000,0
1987,3,Baja California Sur,6,Caprino,1,Carne,115.000,0.000,1.76,202.000,0
1987,3,Baja California Sur,6,Caprino,3,Ganado en pie,330.000,0.000,0.96,316.470,0
1987,3,Baja California Sur,6,Caprino,6,Leche,55.000,0.000,0.36,20.000,0
1987,3,Baja California Sur,12,Ovino,1,Carne,46.000,0.000,2.11,97.000,0
1987,3,Baja California Sur,12,Ovino,3,Ganado en pie,114.000,0.000,0.77,87.440,0
1987,3,Baja California Sur,14,Porcino,1,Carne,322.000,0.000,1.94,623.000,0
1987,3,Baja California Sur,14,Porcino,3,Ganado en pie,465.000,0.000,0.85,393.860,0
1987,4,Campeche,1,Abeja,2,Cera,49.000,0.000,4.16,204.000,0
1987,4,Campeche,1,Abeja,7,Miel,4878.000,0.000,2.02,9829.000,0
1987,4,Campeche,3,Ave     ,1,Carne,3832.000,0.000,2.44,9331.000,0
1987,4,Campeche,3,Ave     ,4,Huevo-plato,2514.000,0.000,1.02,2562.000,0
1987,4,Campeche,3,Ave     ,8,Ganado en pie,5269.000,0.000,2.13,11199.790,0
1987,4,Campeche,4,Bovino,1,Carne,18215.000,0.000,1.87,34044.000,0
1987,4,Campeche,4,Bovino,3,Ganado en pie,39270.000,0.000,1.07,41901.090,0
1987,4,Campeche,4,Bovino,6,Leche,21263.000,0.000,0.32,6868.000,0
1987,4,Campeche,6,Caprino,1,Carne,12.000,0.000,3.17,38.000,0
1987,4,Campeche,6,Caprino,3,Ganado en pie,35.000,0.000,0.93,32.690,0
1987,4,Campeche,12,Ovino,1,Carne,50.000,0.000,3.14,157.000,0
1987,4,Campeche,12,Ovino,3,Ganado en pie,156.000,0.000,1.15,179.900,0
1987,4,Campeche,14,Porcino,1,Carne,3898.000,0.000,1.72,6697.000,0
1987,4,Campeche,14,Porcino,3,Ganado en pie,5100.000,0.000,1.05,5329.500,0
1987,5,Coahuila,1,Abeja,2,Cera,2.000,0.000,4.00,8.000,0
1987,5,Coahuila,1,Abeja,7,Miel,18.000,0.000,2.06,37.000,0
1987,5,Coahuila,3,Ave     ,1,Carne,11219.000,0.000,2.16,24177.000,0
1987,5,Coahuila,3,Ave     ,4,Huevo-plato,31937.000,0.000,1.05,33438.000,0
1987,5,Coahuila,3,Ave     ,8,Ganado en pie,14024.000,0.000,1.55,21742.810,0
1987,5,Coahuila,4,Bovino,1,Carne,29052.000,0.000,1.91,55373.000,0
1987,5,Coahuila,4,Bovino,3,Ganado en pie,54978.000,0.000,0.96,52723.900,0
1987,5,Coahuila,4,Bovino,6,Leche,314068.000,0.000,0.33,104585.000,0
1987,5,Coahuila,6,Caprino,1,Carne,3260.000,0.000,1.83,5959.000,0
1987,5,Coahuila,6,Caprino,3,Ganado en pie,10080.000,0.000,1.01,10150.560,0
1987,5,Coahuila,6,Caprino,6,Leche,36553.000,0.000,0.35,12903.000,0
1987,5,Coahuila,12,Ovino,1,Carne,538.000,0.000,1.79,962.000,0
1987,5,Coahuila,12,Ovino,3,Ganado en pie,1520.000,0.000,1.16,1761.980,0
1987,5,Coahuila,12,Ovino,5,Lana,148.000,0.000,1.22,180.000,0
1987,5,Coahuila,14,Porcino,1,Carne,9070.000,0.000,1.56,14176.000,0
1987,5,Coahuila,14,Porcino,3,Ganado en pie,12416.000,0.000,0.99,12329.090,0
1987,6,Colima,1,Abeja,2,Cera,133.000,0.000,4.21,560.000,0
1987,6,Colima,1,Abeja,7,Miel,1901.000,0.000,2.08,3945.000,0
