Anio,Cveestado,Nomestado,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2001,1,Aguascalientes,1,Abeja,2,Cera,2.000,0.000,42.00,84.000,0
2001,1,Aguascalientes,1,Abeja,7,Miel,250.000,0.000,17.00,4250.000,0
2001,1,Aguascalientes,3,Ave     ,1,Carne,123788.000,1.673,14.85,1838623.000,73991632
2001,1,Aguascalientes,3,Ave     ,4,Huevo-plato,8607.000,0.000,7.53,64789.000,0
2001,1,Aguascalientes,3,Ave     ,8,Ganado en pie,147983.264,2.000,9.97,1475391.000,0
2001,1,Aguascalientes,4,Bovino,1,Carne,10112.000,200.257,21.84,220812.000,50495
2001,1,Aguascalientes,4,Bovino,3,Ganado en pie,18073.019,357.917,12.22,220812.000,0
2001,1,Aguascalientes,4,Bovino,6,Leche,415977.000,0.000,2.89,1202000.000,0
2001,1,Aguascalientes,6,Caprino,1,Carne,254.000,19.000,32.02,8132.000,13310
2001,1,Aguascalientes,6,Caprino,3,Ganado en pie,519.090,39.000,14.83,7697.000,0
2001,1,Aguascalientes,12,Ovino,1,Carne,221.000,23.000,35.51,7848.000,9822
2001,1,Aguascalientes,12,Ovino,3,Ganado en pie,441.990,45.000,16.25,7183.000,0
2001,1,Aguascalientes,12,Ovino,5,Lana,26.000,0.000,4.50,117.000,0
2001,1,Aguascalientes,14,Porcino,1,Carne,3934.000,75.000,26.25,103284.000,52668
2001,1,Aguascalientes,14,Porcino,3,Ganado en pie,5319.468,101.000,12.03,63981.000,0
2001,2,Baja California,1,Abeja,2,Cera,26.000,0.000,46.35,1205.000,0
2001,2,Baja California,1,Abeja,7,Miel,267.000,0.000,22.39,5977.000,0
2001,2,Baja California,3,Ave     ,1,Carne,377.000,1.719,14.12,5323.000,219314
2001,2,Baja California,3,Ave     ,4,Huevo-plato,4895.000,0.000,8.04,39377.000,0
2001,2,Baja California,3,Ave     ,8,Ganado en pie,550.697,2.511,9.99,5499.000,0
2001,2,Baja California,4,Bovino,1,Carne,58395.000,259.424,23.62,1378981.000,225095
2001,2,Baja California,4,Bovino,3,Ganado en pie,99604.988,442.502,15.35,1528493.000,0
2001,2,Baja California,4,Bovino,6,Leche,223061.000,0.000,3.79,846304.000,0
2001,2,Baja California,6,Caprino,1,Carne,330.000,15.000,32.99,10886.000,22006
2001,2,Baja California,6,Caprino,3,Ganado en pie,638.174,29.000,14.12,9008.000,0
2001,2,Baja California,6,Caprino,6,Leche,342.000,0.000,3.51,1199.000,0
2001,2,Baja California,12,Ovino,1,Carne,120.000,16.000,33.86,4063.000,7579
2001,2,Baja California,12,Ovino,3,Ganado en pie,234.949,31.000,15.81,3714.000,0
2001,2,Baja California,14,Porcino,1,Carne,3407.000,80.000,15.27,52027.000,42831
2001,2,Baja California,14,Porcino,3,Ganado en pie,4797.072,112.000,10.95,52542.000,0
2001,3,Baja California Sur,1,Abeja,2,Cera,4.000,0.000,44.75,179.000,0
2001,3,Baja California Sur,1,Abeja,7,Miel,210.000,0.000,22.15,4652.000,0
2001,3,Baja California Sur,3,Ave     ,1,Carne,363.000,1.659,15.20,5518.000,218807
2001,3,Baja California Sur,3,Ave     ,4,Huevo-plato,343.000,0.000,8.37,2872.000,0
2001,3,Baja California Sur,3,Ave     ,8,Ganado en pie,430.175,1.966,11.90,5117.000,0
2001,3,Baja California Sur,4,Bovino,1,Carne,6438.000,185.080,21.28,137002.000,34785
2001,3,Baja California Sur,4,Bovino,3,Ganado en pie,12579.995,361.650,11.94,150146.000,0
2001,3,Baja California Sur,4,Bovino,6,Leche,34520.000,0.000,5.09,175586.000,0
2001,3,Baja California Sur,6,Caprino,1,Carne,485.000,15.000,20.43,9908.000,32435
2001,3,Baja California Sur,6,Caprino,3,Ganado en pie,1005.485,31.000,10.60,10653.000,0
2001,3,Baja California Sur,6,Caprino,6,Leche,2089.000,0.000,3.43,7158.000,0
2001,3,Baja California Sur,12,Ovino,1,Carne,168.000,15.000,24.01,4034.000,11246
2001,3,Baja California Sur,12,Ovino,3,Ganado en pie,348.626,31.000,11.88,4142.000,0
2001,3,Baja California Sur,14,Porcino,1,Carne,942.000,73.000,19.36,18239.000,12889
2001,3,Baja California Sur,14,Porcino,3,Ganado en pie,1301.789,101.000,10.50,13668.000,0
2001,4,Campeche,1,Abeja,2,Cera,40.000,0.000,35.20,1408.000,0
2001,4,Campeche,1,Abeja,7,Miel,8521.000,0.000,14.10,120180.000,0
2001,4,Campeche,3,Ave     ,1,Carne,7267.000,1.707,16.31,118528.000,4257176
2001,4,Campeche,3,Ave     ,4,Huevo-plato,5037.000,0.000,8.23,41456.000,0
2001,4,Campeche,3,Ave     ,8,Ganado en pie,8595.238,2.019,13.34,114657.000,0
2001,4,Campeche,4,Bovino,1,Carne,21763.000,216.283,20.61,448622.000,100623
2001,4,Campeche,4,Bovino,3,Ganado en pie,42680.956,424.167,12.47,532354.000,0
2001,4,Campeche,4,Bovino,6,Leche,22968.000,0.000,3.93,90275.000,0
2001,4,Campeche,6,Caprino,1,Carne,14.000,17.000,19.36,271.000,840
2001,4,Campeche,6,Caprino,3,Ganado en pie,27.720,33.000,11.26,312.000,0
2001,4,Campeche,10,Guajolote,1,Carne,226.000,5.404,24.65,5570.000,41821
2001,4,Campeche,10,Guajolote,8,Ganado en pie,286.307,6.846,18.21,5214.000,0
2001,4,Campeche,12,Ovino,1,Carne,276.000,17.000,23.05,6362.000,16560
2001,4,Campeche,12,Ovino,3,Ganado en pie,546.480,33.000,14.95,8171.000,0
2001,4,Campeche,14,Porcino,1,Carne,5101.000,68.000,24.96,127308.000,74923
2001,4,Campeche,14,Porcino,3,Ganado en pie,6668.147,89.000,13.35,89044.000,0
2001,5,Coahuila,1,Abeja,2,Cera,20.000,0.000,31.35,627.000,0
2001,5,Coahuila,1,Abeja,7,Miel,256.000,0.000,22.60,5785.000,0
2001,5,Coahuila,3,Ave     ,1,Carne,110525.000,1.791,13.63,1506478.000,61717791
2001,5,Coahuila,3,Ave     ,4,Huevo-plato,49014.000,0.000,6.68,327416.000,0
2001,5,Coahuila,3,Ave     ,8,Ganado en pie,140531.410,2.277,11.55,1622387.000,0
2001,5,Coahuila,4,Bovino,1,Carne,44567.000,178.390,20.89,931022.000,249829
2001,5,Coahuila,4,Bovino,3,Ganado en pie,89649.888,358.845,11.01,986854.000,0
2001,5,Coahuila,4,Bovino,6,Leche,951567.000,0.000,3.07,2919881.000,0
2001,5,Coahuila,6,Caprino,1,Carne,4338.000,16.000,24.55,106496.000,275017
2001,5,Coahuila,6,Caprino,3,Ganado en pie,8525.527,31.000,12.68,108063.000,0
2001,5,Coahuila,6,Caprino,6,Leche,52120.000,0.000,3.77,196703.000,0
2001,5,Coahuila,12,Ovino,1,Carne,638.000,20.000,23.73,15140.000,32706
2001,5,Coahuila,12,Ovino,3,Ganado en pie,1210.122,37.000,14.13,17095.000,0
2001,5,Coahuila,12,Ovino,5,Lana,51.000,0.000,11.82,603.000,0
2001,5,Coahuila,14,Porcino,1,Carne,6466.000,70.000,22.61,146161.000,91874
2001,5,Coahuila,14,Porcino,3,Ganado en pie,8728.030,95.000,12.99,113398.000,0
2001,6,Colima,1,Abeja,2,Cera,34.000,0.000,51.18,1740.000,0
2001,6,Colima,1,Abeja,7,Miel,477.000,0.000,14.00,6679.000,0
2001,6,Colima,3,Ave     ,1,Carne,10051.000,1.855,15.08,151562.000,5418329
2001,6,Colima,3,Ave     ,4,Huevo-plato,1977.000,0.000,8.72,17237.000,0
2001,6,Colima,3,Ave     ,8,Ganado en pie,12044.945,2.223,12.37,148997.000,0
2001,6,Colima,4,Bovino,1,Carne,10433.000,223.280,25.90,270242.000,46726
2001,6,Colima,4,Bovino,3,Ganado en pie,21018.009,449.814,12.81,269310.000,0
2001,6,Colima,4,Bovino,6,Leche,38219.000,0.000,5.32,203337.000,0
2001,6,Colima,6,Caprino,1,Carne,49.000,15.000,43.12,2113.000,3172
2001,6,Colima,6,Caprino,3,Ganado en pie,101.504,32.000,19.66,1996.000,0
2001,6,Colima,6,Caprino,6,Leche,1.000,0.000,4.00,4.000,0
2001,6,Colima,10,Guajolote,1,Carne,7.000,4.994,22.29,156.000,1402
2001,6,Colima,10,Guajolote,8,Ganado en pie,10.861,7.747,16.57,180.000,0
2001,6,Colima,12,Ovino,1,Carne,73.000,16.000,39.33,2871.000,4643
2001,6,Colima,12,Ovino,3,Ganado en pie,153.219,33.000,18.71,2866.000,0
2001,6,Colima,14,Porcino,1,Carne,1322.000,73.000,26.18,34613.000,18027
2001,6,Colima,14,Porcino,3,Ganado en pie,1748.619,97.000,13.76,24063.000,0
2001,7,Chiapas,1,Abeja,2,Cera,66.000,0.000,42.97,2836.000,0
2001,7,Chiapas,1,Abeja,7,Miel,2957.000,0.000,17.55,51903.000,0
2001,7,Chiapas,3,Ave     ,1,Carne,55980.000,1.672,16.57,927563.000,33480861
2001,7,Chiapas,3,Ave     ,4,Huevo-plato,3821.000,0.000,8.32,31791.000,0
2001,7,Chiapas,3,Ave     ,8,Ganado en pie,69238.421,2.068,13.68,947176.000,0
2001,7,Chiapas,4,Bovino,1,Carne,89715.000,196.621,21.12,1894307.000,456285
2001,7,Chiapas,4,Bovino,3,Ganado en pie,171011.055,374.790,10.91,1865712.000,0
2001,7,Chiapas,4,Bovino,6,Leche,273919.000,0.000,2.67,731076.000,0
2001,7,Chiapas,6,Caprino,1,Carne,1.000,16.000,25.00,25.000,63
2001,7,Chiapas,6,Caprino,3,Ganado en pie,2.142,34.000,13.54,29.000,0
2001,7,Chiapas,10,Guajolote,1,Carne,492.000,4.950,29.75,14635.000,99394
2001,7,Chiapas,10,Guajolote,8,Ganado en pie,678.960,6.831,22.00,14938.000,0
2001,7,Chiapas,12,Ovino,1,Carne,813.000,17.000,26.34,21415.000,49207
2001,7,Chiapas,12,Ovino,3,Ganado en pie,1673.038,34.000,14.44,24150.000,0
2001,7,Chiapas,12,Ovino,5,Lana,58.000,0.000,17.19,997.000,0
2001,7,Chiapas,14,Porcino,1,Carne,18447.000,64.000,23.38,431246.000,289396
2001,7,Chiapas,14,Porcino,3,Ganado en pie,24598.660,85.000,12.81,315193.000,0
2001,8,Chihuahua,1,Abeja,2,Cera,8.000,0.000,53.75,430.000,0
2001,8,Chihuahua,1,Abeja,7,Miel,539.000,0.000,18.94,10208.000,0
2001,8,Chihuahua,3,Ave     ,1,Carne,6217.000,1.678,14.68,91266.000,3705006
2001,8,Chihuahua,3,Ave     ,4,Huevo-plato,10922.000,0.000,8.28,90436.000,0
