Anio,Cveestado,Nomestado,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
1993,1,Aguascalientes,1,Abeja,2,Cera,9.000,0.000,5.22,47.000,0
1993,1,Aguascalientes,1,Abeja,7,Miel,208.000,0.000,3.77,785.000,0
1993,1,Aguascalientes,3,Ave     ,1,Carne,16345.000,0.000,5.89,96263.000,0
1993,1,Aguascalientes,3,Ave     ,4,Huevo-plato,5221.000,0.000,2.95,15423.000,0
1993,1,Aguascalientes,3,Ave     ,8,Ganado en pie,20902.000,0.000,3.39,70856.000,0
1993,1,Aguascalientes,4,Bovino,1,Carne,7469.000,0.000,8.45,63113.000,0
1993,1,Aguascalientes,4,Bovino,3,Ganado en pie,14092.000,0.000,4.22,59468.000,0
1993,1,Aguascalientes,4,Bovino,6,Leche,256603.000,0.000,0.95,243769.000,0
1993,1,Aguascalientes,6,Caprino,1,Carne,328.000,0.000,10.63,3487.000,0
1993,1,Aguascalientes,6,Caprino,3,Ganado en pie,667.000,0.000,4.73,3153.000,0
1993,1,Aguascalientes,12,Ovino,1,Carne,214.000,0.000,11.15,2386.000,0
1993,1,Aguascalientes,12,Ovino,3,Ganado en pie,477.000,0.000,5.11,2436.000,0
1993,1,Aguascalientes,12,Ovino,5,Lana,26.000,0.000,2.00,52.000,0
1993,1,Aguascalientes,14,Porcino,1,Carne,4855.000,0.000,6.00,29127.000,0
1993,1,Aguascalientes,14,Porcino,3,Ganado en pie,6388.000,0.000,3.95,25233.000,0
1993,2,Baja California,3,Ave     ,1,Carne,478.000,0.000,5.74,2744.000,0
1993,2,Baja California,3,Ave     ,4,Huevo-plato,14277.000,0.000,3.30,47153.000,0
1993,2,Baja California,3,Ave     ,8,Ganado en pie,617.000,0.000,2.44,1505.000,0
1993,2,Baja California,4,Bovino,1,Carne,48028.000,0.000,8.03,385664.000,0
1993,2,Baja California,4,Bovino,3,Ganado en pie,93805.000,0.000,4.50,422121.000,0
1993,2,Baja California,4,Bovino,6,Leche,151596.000,0.000,1.01,152734.000,0
1993,2,Baja California,6,Caprino,1,Carne,302.000,0.000,10.62,3207.000,0
1993,2,Baja California,6,Caprino,3,Ganado en pie,683.000,0.000,4.58,3129.000,0
1993,2,Baja California,12,Ovino,1,Carne,38.000,0.000,10.89,414.000,0
1993,2,Baja California,12,Ovino,3,Ganado en pie,95.000,0.000,6.00,570.000,0
1993,2,Baja California,14,Porcino,1,Carne,4477.000,0.000,6.34,28394.000,0
1993,2,Baja California,14,Porcino,3,Ganado en pie,5969.000,0.000,4.06,24235.000,0
1993,3,Baja California Sur,1,Abeja,7,Miel,145.000,0.000,3.01,437.000,0
1993,3,Baja California Sur,3,Ave     ,1,Carne,179.000,0.000,5.81,1040.000,0
1993,3,Baja California Sur,3,Ave     ,4,Huevo-plato,3167.000,0.000,3.55,11256.000,0
1993,3,Baja California Sur,3,Ave     ,8,Ganado en pie,230.000,0.000,3.78,870.000,0
1993,3,Baja California Sur,4,Bovino,1,Carne,5297.000,0.000,8.45,44770.000,0
1993,3,Baja California Sur,4,Bovino,3,Ganado en pie,10489.000,0.000,3.84,40278.000,0
1993,3,Baja California Sur,4,Bovino,6,Leche,19884.000,0.000,1.16,23018.000,0
1993,3,Baja California Sur,6,Caprino,1,Carne,735.000,0.000,10.66,7834.000,0
1993,3,Baja California Sur,6,Caprino,3,Ganado en pie,1713.000,0.000,4.08,6990.000,0
1993,3,Baja California Sur,6,Caprino,6,Leche,2802.000,0.000,1.10,3077.000,0
1993,3,Baja California Sur,12,Ovino,1,Carne,135.000,0.000,8.65,1168.000,0
1993,3,Baja California Sur,12,Ovino,3,Ganado en pie,319.000,0.000,4.32,1379.000,0
1993,3,Baja California Sur,14,Porcino,1,Carne,1033.000,0.000,6.47,6680.000,0
