Anio,Cveestado,Nomestado,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
1989,1,Aguascalientes,1,Abeja,2,Cera,14.000,0.000,6.79,95.060,0
1989,1,Aguascalientes,1,Abeja,7,Miel,180.000,0.000,4.67,840.960,0
1989,1,Aguascalientes,3,Ave     ,1,Carne,19731.000,0.000,5.81,114696.300,0
1989,1,Aguascalientes,3,Ave     ,4,Huevo-plato,5498.000,0.000,2.20,12084.600,0
1989,1,Aguascalientes,3,Ave     ,8,Ganado en pie,23020.000,0.000,3.17,72950.380,0
1989,1,Aguascalientes,4,Bovino,1,Carne,6531.000,0.000,6.62,43209.100,0
1989,1,Aguascalientes,4,Bovino,3,Ganado en pie,12320.000,0.000,3.17,39042.080,0
1989,1,Aguascalientes,4,Bovino,6,Leche,152104.000,0.000,0.95,143890.380,0
1989,1,Aguascalientes,6,Caprino,1,Carne,521.000,0.000,8.46,4409.740,0
1989,1,Aguascalientes,6,Caprino,3,Ganado en pie,924.000,0.000,3.39,3135.130,0
1989,1,Aguascalientes,6,Caprino,6,Leche,393.000,0.000,0.75,293.960,0
1989,1,Aguascalientes,12,Ovino,1,Carne,280.000,0.000,8.68,2429.000,0
1989,1,Aguascalientes,12,Ovino,3,Ganado en pie,702.000,0.000,3.83,2690.770,0
1989,1,Aguascalientes,12,Ovino,5,Lana,37.000,0.000,4.81,178.010,0
1989,1,Aguascalientes,14,Porcino,1,Carne,4089.000,0.000,6.26,25580.780,0
1989,1,Aguascalientes,14,Porcino,3,Ganado en pie,6076.000,0.000,3.14,19078.640,0
1989,2,Baja California,3,Ave     ,1,Carne,4296.000,0.000,6.63,28461.000,0
1989,2,Baja California,3,Ave     ,4,Huevo-plato,14874.000,0.000,2.06,30670.190,0
1989,2,Baja California,3,Ave     ,8,Ganado en pie,5307.000,0.000,3.93,20840.590,0
1989,2,Baja California,4,Bovino,1,Carne,45480.000,0.000,7.34,334005.120,0
1989,2,Baja California,4,Bovino,3,Ganado en pie,79056.000,0.000,3.53,278830.510,0
1989,2,Baja California,4,Bovino,6,Leche,183749.000,0.000,0.98,180625.270,0
1989,2,Baja California,6,Caprino,1,Carne,355.000,0.000,7.21,2559.910,0
1989,2,Baja California,6,Caprino,3,Ganado en pie,798.000,0.000,3.60,2875.990,0
