Nomestado,Valor,Volumen,Precio,Asacrificado,Anio,Cveestado,Nomespecie,Nomproducto,Cveespecie,Cveproducto
Veracruz,122.64,1.849,66.33,93.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,127.29,3.696,34.44,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,120.018,1.973,60.83,394.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,94.241,2.758,34.17,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,763.85,14.198,53.8,710.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,782.14,28.4,27.54,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,8250.217,170.034,48.52,2266.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,5725.512,219.636,26.07,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,7.035,0.169,41.63,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,203.745,4.794,42.5,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,971.06,28.522,34.05,15546.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1267.524,42.279,29.98,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,843.74,34.101,24.74,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,7176.16,134.246,53.46,565.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,7565.84,264.55,28.6,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,2315.093,414.149,5.59,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,31.37,0.502,62.49,101.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,24.356,0.707,34.45,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,533.82,9.849,54.2,493.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,631.04,19.72,32.0,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,3165.38,65.807,48.1,874.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,2219.367,85.052,26.09,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,9.13,0.22,41.5,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,267.325,6.29,42.5,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,628.036,18.071,34.75,9872.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,814.153,26.511,30.71,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,548.705,21.654,25.34,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,46853.26,870.053,53.85,3662.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,49818.2,1714.95,29.05,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,9197.624,1651.279,5.57,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,60.413,0.982,61.52,196.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,46.799,1.372,34.11,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,441.81,8.409,52.54,421.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,473.71,16.84,28.13,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,3092.862,64.375,48.04,848.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,2139.49,82.844,25.83,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,70.916,1.669,42.49,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,2036.566,47.362,43.0,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,1194.914,34.047,35.1,18539.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1549.352,50.271,30.82,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,1037.461,40.665,25.51,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,57503.67,1066.602,53.91,4485.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,61229.44,2101.3,29.14,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,17815.778,3262.963,5.46,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,70.289,1.137,61.82,227.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,55.647,1.589,35.02,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,1179.54,22.378,52.71,1120.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,1252.61,44.8,27.96,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,5588.276,117.339,47.63,1546.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,3899.414,150.887,25.84,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,19.749,0.465,42.47,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,559.215,13.158,42.5,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,1003.687,28.726,34.94,15634.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1286.142,42.489,30.27,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,870.879,34.282,25.4,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,5542.34,103.598,53.5,437.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,5850.95,204.65,28.59,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,1782.714,320.632,5.56,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,26.493,0.426,62.19,86.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,19.95,0.602,33.14,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,304.7,5.836,52.21,293.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,339.06,11.72,28.93,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,3960.117,81.558,48.56,1090.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,2757.182,105.865,26.04,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,53.414,1.145,46.65,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,1725.009,31.862,54.14,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,2378.397,79.23,30.02,42165.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,616.399,30.275,20.36,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,2296.102,95.114,24.14,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,33384.82,720.472,46.34,3434.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,36886.13,1428.38,25.82,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,7428.426,1457.833,5.1,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,84.86,1.555,54.57,89.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,79.53,2.99,26.6,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,299.867,5.284,56.75,1052.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,317.812,7.367,43.14,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,225.34,4.233,53.23,211.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,220.98,8.46,26.12,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,8165.134,187.179,43.62,2620.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,5976.938,234.301,25.51,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,77.151,1.686,45.76,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,2287.61,42.238,54.16,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,10601.04,350.361,30.26,183628.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1819.067,89.433,20.34,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,10215.573,420.313,24.31,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,177900.54,3851.992,46.18,18361.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,193319.13,7641.714,25.3,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,34748.851,6788.699,5.12,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,74.56,1.366,54.58,75.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,69.85,2.625,26.61,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,391.345,6.766,57.84,1334.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,416.978,9.343,44.63,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,394.04,7.404,53.22,371.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,416.49,14.88,27.99,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,20398.752,467.166,43.67,6555.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,14941.481,586.069,25.49,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,8.776,0.188,46.68,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,251.302,4.634,54.23,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,150.796,5.178,29.12,2635.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,237.252,11.562,20.52,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,146.378,6.213,23.56,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,5392.07,114.608,47.05,552.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,6033.66,228.78,26.37,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,647.772,126.518,5.12,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,38.06,0.697,54.61,38.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,34.65,1.33,26.05,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,46.096,0.796,57.91,157.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,49.472,1.109,44.61,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,101.96,1.909,53.41,97.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,111.53,3.89,28.67,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,3095.779,70.345,44.01,993.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,2259.168,88.3,25.59,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,33.394,0.725,46.06,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,1152.318,21.359,53.95,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,201600.94,6633.058,30.39,3527864.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1729.847,84.963,20.36,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,188872.789,7883.589,23.96,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,198669.89,4279.327,46.43,20450.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,215485.92,8517.991,25.3,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,53181.538,10407.789,5.11,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,226.73,4.154,54.58,220.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,204.9,7.7,26.61,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,292.381,5.055,57.84,997.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,303.953,6.981,43.54,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,1070.89,20.452,52.36,1021.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,1150.82,40.94,28.11,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,77111.84,1760.512,43.8,24911.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,56272.045,2192.778,25.66,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,12.131,0.261,46.48,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,385.573,7.036,54.8,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,5522.824,182.339,30.29,96377.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1149.185,56.305,20.41,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,5147.385,216.229,23.81,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,170999.21,3694.302,46.29,17672.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,185359.45,7354.583,25.2,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,33943.526,6630.859,5.12,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,113.56,2.081,54.57,114.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,106.09,3.99,26.59,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,656.259,11.352,57.81,2216.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,694.619,15.751,44.1,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,611.63,11.452,53.41,574.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,604.14,23.05,26.21,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,7933.656,181.589,43.69,2584.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,5838.679,228.589,25.54,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,19.171,0.413,46.42,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,595.642,11.146,53.44,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,5204.105,173.286,30.03,92283.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,798.48,39.122,20.41,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,5008.374,206.641,24.24,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,28211.45,609.154,46.31,2898.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,30891.01,1207.1,25.59,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,10434.722,2042.02,5.11,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,68.79,1.25,55.03,68.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,64.89,2.435,26.65,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,1348.852,23.714,56.88,4626.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,1284.426,33.571,38.26,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,312.11,5.935,52.59,298.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,321.22,11.95,26.88,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,9783.278,224.184,43.64,3170.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,7254.393,284.174,25.53,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,14.155,0.305,46.41,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,456.505,8.404,54.32,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,6700.296,221.223,30.29,117903.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,961.097,47.368,20.29,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,6434.752,265.92,24.2,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,118149.28,2528.176,46.73,12089.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,130443.42,5015.981,26.01,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,26422.976,5167.731,5.11,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,111.05,2.035,54.57,108.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,103.19,3.878,26.61,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,328.606,5.889,55.8,1006.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,345.038,8.026,42.99,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,436.09,8.275,52.7,414.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,472.13,16.63,28.39,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,26300.011,600.172,43.82,8449.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,19288.496,750.496,25.7,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,29.967,0.645,46.46,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,961.57,17.715,54.28,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,7830.511,258.296,30.32,136986.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,957.714,46.832,20.45,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,7484.618,309.154,24.21,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,99157.49,2141.69,46.3,10218.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,108648.37,4252.663,25.55,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,24867.785,4866.494,5.11,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,87.11,1.596,54.58,85.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,79.19,2.975,26.62,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,266.302,4.741,56.17,949.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,283.133,6.623,42.75,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,1007.68,19.194,52.5,959.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,1100.34,38.46,28.61,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,34734.576,793.873,43.75,11206.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,25389.967,990.739,25.63,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,466.661,10.136,46.04,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,14765.114,272.168,54.25,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,9305.023,307.721,30.24,163739.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1919.959,93.748,20.48,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,8802.156,368.154,23.91,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,77396.98,1670.644,46.33,7977.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,84464.57,3320.38,25.44,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,21454.525,4207.812,5.1,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,114.63,2.101,54.56,113.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,105.2,3.955,26.6,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,344.537,5.966,57.75,1191.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,363.422,8.322,43.67,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,701.42,13.257,52.91,693.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,727.22,26.32,27.63,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,19824.805,452.507,43.81,6335.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,14437.554,567.912,25.42,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,18.889,0.407,46.41,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,600.339,11.058,54.29,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,4138.974,138.21,29.95,72923.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1132.26,55.612,20.36,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,3916.374,163.728,23.92,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,192889.54,4165.501,46.31,19870.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,207426.92,8268.006,25.09,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,39741.022,7777.108,5.11,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,114.32,2.096,54.54,112.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,104.39,3.92,26.63,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,431.231,7.453,57.86,1518.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,461.929,10.585,43.64,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,534.43,9.98,53.55,499.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,523.12,20.02,26.13,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,21819.6,499.955,43.64,7000.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,15934.213,624.346,25.52,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,35.875,0.773,46.41,0.0,2014.0,30.0,Abeja,Cera,1.0,2.0
Veracruz,1058.504,19.508,54.26,0.0,2014.0,30.0,Abeja,Miel,1.0,7.0
Veracruz,1971.263,65.753,29.98,34771.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1074.431,52.081,20.63,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,1910.17,79.355,24.07,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,70322.94,1484.362,47.38,7128.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,77912.09,2946.22,26.45,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,13072.678,2558.254,5.11,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,38.34,0.701,54.69,37.0,2014.0,30.0,Caprino,Carne,6.0,1.0
Veracruz,34.52,1.315,26.25,0.0,2014.0,30.0,Caprino,Ganado en pie,6.0,3.0
Veracruz,144.112,2.492,57.83,497.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,153.004,3.475,44.03,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,233.74,4.429,52.78,221.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,247.12,8.87,27.86,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,12458.271,284.941,43.72,4021.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,9139.899,356.645,25.63,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,801.308,27.004,29.67,16546.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1958.8,83.0,23.6,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,773.493,33.646,22.99,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,13063.59,224.968,58.07,938.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,10509.58,432.798,24.28,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,2462.79,561.0,4.39,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,167.72,2.0,83.86,445.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,159.692,2.96,53.95,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,531.6,10.0,53.16,476.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,531.22,19.04,27.9,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,1743.879,47.343,36.84,638.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,1622.507,61.72,26.29,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,722.042,24.0,30.09,14708.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,1693.35,71.0,23.85,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,690.249,29.856,23.12,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,14906.76,293.002,50.88,1233.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,13963.99,569.706,24.51,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,3034.08,688.0,4.41,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,165.2,2.0,82.6,445.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,159.087,2.957,53.8,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,530.9,10.0,53.09,476.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,525.31,19.04,27.59,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,1657.513,46.654,35.53,635.0,2014.0,30.0,Porcino,Carne,14.0,1.0
Veracruz,1547.733,60.773,25.47,0.0,2014.0,30.0,Porcino,Ganado en pie,14.0,3.0
Veracruz,3773.541,121.001,31.19,74128.0,2014.0,30.0,Ave,Carne,3.0,1.0
Veracruz,8935.51,359.0,24.89,0.0,2014.0,30.0,Ave,Huevo-plato,3.0,4.0
Veracruz,3557.661,151.072,23.55,0.0,2014.0,30.0,Ave,Ganado en pie,3.0,8.0
Veracruz,21194.31,406.902,52.09,1688.0,2014.0,30.0,Bovino,Carne,4.0,1.0
Veracruz,19560.8,778.728,25.12,0.0,2014.0,30.0,Bovino,Ganado en pie,4.0,3.0
Veracruz,4564.449,987.976,4.62,0.0,2014.0,30.0,Bovino,Leche,4.0,6.0
Veracruz,509.58,6.0,84.93,1333.0,2014.0,30.0,Guajolote,Carne,10.0,1.0
Veracruz,500.442,8.892,56.28,0.0,2014.0,30.0,Guajolote,Ganado en pie,10.0,8.0
Veracruz,1967.66,37.0,53.18,1762.0,2014.0,30.0,Ovino,Carne,12.0,1.0
Veracruz,1982.6,70.48,28.13,0.0,2014.0,30.0,Ovino,Ganado en pie,12.0,3.0
Veracruz,4337.259,123.256,35.19,1671.0,2014.0,30.0,Porcino,Carne,14.0,1.0
