Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2019,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,3,Ganado en pie,8.042,40.412,32.39,260.515,0
2019,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,1,Carne,53.653,25.464,72.28,3878.204,2107
2019,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,3,Ganado en pie,101.183,48.022,35.47,3589.128,0
2019,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,1,Carne,174.601,85.421,42.76,7465.433,2044
2019,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,3,Ganado en pie,229.029,112.049,27.26,6243.203,0
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,1,Abeja,7,Miel,7.318,0.000,46.50,340.315,0
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,1,Carne,9073.975,248.875,79.68,723046.717,36460
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,3,Ganado en pie,16743.837,459.239,42.48,711340.611,0
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,6,Leche,7540.422,0.000,6.23,46949.628,0
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,1,Carne,2.855,20.839,66.25,189.132,137
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,3,Ganado en pie,5.451,39.788,32.16,175.303,0
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,1,Carne,7.803,25.010,73.04,569.962,312
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,3,Ganado en pie,14.821,47.503,35.21,521.894,0
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,1,Carne,90.809,83.618,42.62,3870.203,1086
2019,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,3,Ganado en pie,125.357,115.430,27.11,3398.395,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,1,Abeja,7,Miel,16.605,0.000,46.50,772.197,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,1,Carne,15270.889,1.638,30.97,472939.687,9321290
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,8,Ganado en pie,20059.416,2.152,20.93,419784.230,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,1,Carne,487.416,238.112,79.33,38668.086,2047
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,3,Ganado en pie,928.684,453.681,41.50,38540.883,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,6,Leche,31923.497,0.000,6.25,199393.964,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,1,Carne,27.220,20.874,66.19,1801.771,1304
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,3,Ganado en pie,53.192,40.791,31.64,1682.919,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,1,Carne,9.629,25.406,73.21,704.896,379
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,3,Ganado en pie,18.335,48.377,35.42,649.371,0
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,1,Carne,4808.055,84.341,43.03,206896.324,57007
2019,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,3,Ganado en pie,6420.541,112.627,27.64,177437.096,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,1,Abeja,7,Miel,94.371,0.000,46.50,4388.618,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,1,Carne,46992.168,1.632,30.96,1454906.301,28792504
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,8,Ganado en pie,61673.544,2.142,20.95,1292039.400,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,1,Carne,426.884,238.084,79.33,33865.461,1793
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,3,Ganado en pie,817.394,455.881,41.27,33737.921,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,6,Leche,18594.920,0.000,6.20,115322.099,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,1,Carne,3.491,21.158,66.37,231.704,165
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,3,Ganado en pie,6.640,40.242,31.84,211.436,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,1,Carne,24.023,25.024,72.88,1750.891,960
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,3,Ganado en pie,45.689,47.593,35.35,1615.059,0
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,1,Carne,129.396,81.484,42.76,5533.037,1588
2019,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,3,Ganado en pie,178.077,112.139,27.30,4861.903,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Abeja,7,Miel,49.036,0.000,46.50,2280.365,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,1,Carne,44745.038,1.632,30.75,1375815.801,27424341
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,8,Ganado en pie,58770.363,2.143,20.76,1220350.270,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,1,Carne,314.148,233.567,79.15,24863.285,1345
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,3,Ganado en pie,591.813,440.010,41.72,24688.811,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,6,Leche,33459.714,0.000,6.24,208869.605,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,1,Carne,3.005,21.775,66.16,198.823,138
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,3,Ganado en pie,5.721,41.457,32.55,186.190,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,1,Carne,125.559,25.360,72.30,9077.291,4951
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,3,Ganado en pie,239.314,48.336,35.38,8466.074,0
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,1,Carne,75.332,81.972,42.66,3213.659,919
2019,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,3,Ganado en pie,104.084,113.258,26.96,2806.121,0
2019,2,Baja California,2,Ensenada,1,Ensenada,1,Abeja,7,Miel,17.660,0.000,50.28,887.900,0
2019,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,1,Carne,903.982,1.844,34.90,31551.128,490358
2019,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,4,Huevo-plato,383.684,0.000,21.64,8302.357,0
2019,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,8,Ganado en pie,1170.213,2.386,23.79,27842.390,0
2019,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,1,Carne,1867.581,259.928,62.20,116171.356,7185
2019,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,3,Ganado en pie,3410.002,474.600,32.30,110131.960,0
2019,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,6,Leche,31253.212,0.000,7.09,221698.937,0
2019,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,1,Carne,31.795,18.825,79.52,2528.427,1689
2019,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,3,Ganado en pie,62.654,37.095,38.22,2394.658,0
2019,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,1,Carne,31.566,18.812,78.35,2473.272,1678
2019,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,3,Ganado en pie,62.565,37.285,37.31,2334.362,0
2019,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,1,Carne,363.000,89.829,39.82,14455.935,4041
2019,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,3,Ganado en pie,464.100,114.848,25.13,11663.489,0
2019,2,Baja California,2,Ensenada,3,Tecate,1,Abeja,7,Miel,3.690,0.000,50.00,184.500,0
2019,2,Baja California,2,Ensenada,3,Tecate,3,Ave,4,Huevo-plato,420.259,0.000,19.21,8075.008,0
2019,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,1,Carne,3133.126,256.582,61.23,191844.857,12211
2019,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,3,Ganado en pie,5545.469,454.137,33.76,187216.692,0
2019,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,6,Leche,45823.112,0.000,6.08,278764.298,0
2019,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,1,Carne,8.340,17.974,72.28,602.779,464
2019,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,3,Ganado en pie,16.460,35.474,33.92,558.266,0
2019,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,1,Carne,7.199,19.146,75.93,546.608,376
2019,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,3,Ganado en pie,14.097,37.492,34.97,492.995,0
2019,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,1,Carne,23.439,85.857,40.21,942.511,273
2019,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,3,Ganado en pie,30.641,112.238,27.73,849.527,0
2019,2,Baja California,2,Ensenada,4,Tijuana,1,Abeja,7,Miel,0.360,0.000,50.43,18.153,0
2019,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,1,Carne,114.890,1.826,31.45,3613.590,62907
2019,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,4,Huevo-plato,2924.517,0.000,19.52,57079.911,0
2019,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,8,Ganado en pie,150.236,2.388,22.23,3339.495,0
2019,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,1,Carne,158.593,254.155,60.87,9653.135,624
2019,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,3,Ganado en pie,295.193,473.066,30.30,8943.498,0
2019,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,6,Leche,69895.473,0.000,5.84,408000.126,0
2019,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,1,Carne,27.999,18.555,74.38,2082.493,1509
2019,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,3,Ganado en pie,55.197,36.579,36.52,2016.064,0
2019,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,1,Carne,34.895,18.424,78.63,2743.871,1894
2019,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,3,Ganado en pie,68.457,36.144,37.55,2570.763,0
2019,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,1,Carne,187.000,88.041,37.15,6947.671,2124
2019,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,3,Ganado en pie,239.523,112.770,25.86,6194.374,0
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,1,Abeja,7,Miel,1.376,0.000,51.56,70.940,0
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,1,Carne,190.468,258.437,60.71,11563.210,737
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,3,Ganado en pie,359.830,488.236,30.49,10971.459,0
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,6,Leche,25626.225,0.000,5.87,150493.432,0
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,1,Carne,20.559,18.741,75.18,1545.552,1097
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,3,Ganado en pie,40.130,36.582,37.14,1490.309,0
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,1,Carne,40.409,18.777,77.95,3150.082,2152
2019,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,3,Ganado en pie,79.195,36.801,37.96,3005.930,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,2,Cera,3.141,0.000,45.34,142.400,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,7,Miel,96.678,0.000,49.83,4817.948,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,3,Ave,4,Huevo-plato,23482.574,0.000,18.67,438355.362,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,1,Carne,97608.575,285.749,63.31,6179553.113,341588
2019,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,3,Ganado en pie,164468.882,481.483,35.53,5844091.500,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,6,Leche,19069.211,0.000,6.02,114753.253,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,1,Carne,124.497,19.254,78.53,9777.124,6466
2019,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,3,Ganado en pie,240.176,37.144,37.85,9090.254,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,6,Leche,484.613,0.000,4.87,2359.263,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,1,Carne,177.102,19.870,79.88,14147.786,8913
2019,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,3,Ganado en pie,341.546,38.320,38.78,13246.391,0
2019,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,1,Carne,526.598,87.099,38.71,20384.846,6046
2019,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,3,Ganado en pie,677.577,112.070,25.75,17446.922,0
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,1,Carne,590.302,228.622,40.65,23997.868,2582
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,3,Ganado en pie,1087.848,421.320,21.98,23909.446,0
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,4,Bovino,6,Leche,257.255,0.000,7.08,1821.366,0
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,1,Carne,11.980,22.732,54.15,648.769,527
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,3,Ganado en pie,23.018,43.677,24.84,571.712,0
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,6,Caprino,6,Leche,781.778,0.000,6.11,4775.263,0
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,12,Ovino,1,Carne,9.337,23.578,76.35,712.848,396
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,12,Ovino,3,Ganado en pie,18.216,46.000,36.67,667.935,0
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,14,Porcino,1,Carne,118.941,66.821,36.82,4379.925,1780
2019,3,Baja California Sur,4,Mulegé,2,Mulegé,14,Porcino,3,Ganado en pie,159.325,89.508,21.61,3442.821,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,1,Abeja,7,Miel,10.600,0.000,48.40,512.990,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,1,Carne,219.812,1.565,42.64,9372.976,140457
2019,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,4,Huevo-plato,607.905,0.000,23.13,14063.479,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,8,Ganado en pie,285.128,2.030,31.15,8883.080,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,1,Carne,1553.822,246.991,70.50,109544.451,6291
2019,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,3,Ganado en pie,2751.489,437.369,39.70,109234.113,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,6,Leche,21258.990,0.000,6.58,139949.398,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,1,Carne,235.609,14.890,65.10,15338.020,15823
2019,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,3,Ganado en pie,473.316,29.913,30.14,14265.555,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,6,Leche,2613.311,0.000,5.31,13875.359,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,12,Ovino,1,Carne,121.281,15.136,77.13,9354.804,8013
2019,3,Baja California Sur,5,Comondú,1,Comondú,12,Ovino,3,Ganado en pie,240.390,30.000,36.36,8739.967,0
2019,3,Baja California Sur,5,Comondú,1,Comondú,14,Porcino,1,Carne,506.767,71.577,35.10,17785.199,7080
2019,3,Baja California Sur,5,Comondú,1,Comondú,14,Porcino,3,Ganado en pie,684.192,96.637,22.60,15462.591,0
2019,3,Baja California Sur,5,Comondú,9,Loreto,1,Abeja,7,Miel,3.500,0.000,50.44,176.550,0
2019,3,Baja California Sur,5,Comondú,9,Loreto,4,Bovino,1,Carne,381.646,223.054,70.30,26829.714,1711
