Anio,Cveestado,Nomestado,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
1994,1,Aguascalientes,1,Abeja,2,Cera,11.000,0.000,5.18,57.000,0
1994,1,Aguascalientes,1,Abeja,7,Miel,257.000,0.000,3.44,884.000,0
1994,1,Aguascalientes,3,Ave     ,1,Carne,16728.000,0.000,6.15,102830.000,0
1994,1,Aguascalientes,3,Ave     ,4,Huevo-plato,8268.000,0.000,3.09,25588.000,0
1994,1,Aguascalientes,3,Ave     ,8,Ganado en pie,22334.000,0.000,3.37,75266.000,0
1994,1,Aguascalientes,4,Bovino,1,Carne,6923.000,0.000,8.00,55405.000,0
1994,1,Aguascalientes,4,Bovino,3,Ganado en pie,12916.000,0.000,5.00,64580.000,0
1994,1,Aguascalientes,4,Bovino,6,Leche,273608.000,0.000,0.97,266712.000,0
1994,1,Aguascalientes,6,Caprino,1,Carne,347.000,0.000,10.00,3470.000,0
1994,1,Aguascalientes,6,Caprino,3,Ganado en pie,701.000,0.000,4.50,3155.000,0
1994,1,Aguascalientes,12,Ovino,1,Carne,230.000,0.000,11.00,2530.000,0
1994,1,Aguascalientes,12,Ovino,3,Ganado en pie,495.000,0.000,5.00,2475.000,0
1994,1,Aguascalientes,12,Ovino,5,Lana,23.000,0.000,2.30,53.000,0
1994,1,Aguascalientes,14,Porcino,1,Carne,5119.000,0.000,7.48,38282.000,0
1994,1,Aguascalientes,14,Porcino,3,Ganado en pie,7180.000,0.000,4.03,28935.000,0
1994,2,Baja California,3,Ave     ,1,Carne,221.000,0.000,3.98,879.000,0
1994,2,Baja California,3,Ave     ,4,Huevo-plato,13020.000,0.000,3.38,44036.000,0
1994,2,Baja California,3,Ave     ,8,Ganado en pie,288.000,0.000,2.90,835.000,0
1994,2,Baja California,4,Bovino,1,Carne,48830.000,0.000,7.96,388673.000,0
1994,2,Baja California,4,Bovino,3,Ganado en pie,91959.000,0.000,4.93,453358.000,0
1994,2,Baja California,4,Bovino,6,Leche,160542.000,0.000,1.13,180911.000,0
1994,2,Baja California,6,Caprino,1,Carne,363.000,0.000,10.51,3816.000,0
1994,2,Baja California,6,Caprino,3,Ganado en pie,752.000,0.000,6.50,4888.000,0
1994,2,Baja California,12,Ovino,1,Carne,45.000,0.000,9.64,434.000,0
1994,2,Baja California,12,Ovino,3,Ganado en pie,99.000,0.000,5.92,586.000,0
1994,2,Baja California,14,Porcino,1,Carne,4072.000,0.000,6.08,24750.000,0
1994,2,Baja California,14,Porcino,3,Ganado en pie,5330.000,0.000,4.00,21320.000,0
1994,3,Baja California Sur,1,Abeja,2,Cera,6.000,0.000,5.83,35.000,0
1994,3,Baja California Sur,1,Abeja,7,Miel,197.000,0.000,3.00,591.000,0
1994,3,Baja California Sur,3,Ave     ,1,Carne,248.000,0.000,4.82,1196.000,0
1994,3,Baja California Sur,3,Ave     ,4,Huevo-plato,2625.000,0.000,3.74,9808.000,0
1994,3,Baja California Sur,3,Ave     ,8,Ganado en pie,332.000,0.000,3.90,1295.000,0
1994,3,Baja California Sur,4,Bovino,1,Carne,5246.000,0.000,8.02,42096.000,0
1994,3,Baja California Sur,4,Bovino,3,Ganado en pie,9861.000,0.000,3.93,38754.000,0
1994,3,Baja California Sur,4,Bovino,6,Leche,20334.000,0.000,1.10,22368.000,0
1994,3,Baja California Sur,6,Caprino,1,Carne,504.000,0.000,9.20,4637.000,0
1994,3,Baja California Sur,6,Caprino,3,Ganado en pie,1063.000,0.000,4.91,5219.000,0
1994,3,Baja California Sur,6,Caprino,6,Leche,2581.000,0.000,1.10,2839.000,0
1994,3,Baja California Sur,12,Ovino,1,Carne,77.000,0.000,8.71,671.000,0
1994,3,Baja California Sur,12,Ovino,3,Ganado en pie,178.000,0.000,5.15,917.000,0
1994,3,Baja California Sur,14,Porcino,1,Carne,920.000,0.000,6.60,6071.000,0
1994,3,Baja California Sur,14,Porcino,3,Ganado en pie,1264.000,0.000,3.75,4740.000,0
1994,4,Campeche,1,Abeja,2,Cera,50.000,0.000,5.38,269.000,0
1994,4,Campeche,1,Abeja,7,Miel,4050.000,0.000,5.59,22624.000,0
1994,4,Campeche,3,Ave     ,1,Carne,6233.000,0.000,5.56,34661.000,0
1994,4,Campeche,3,Ave     ,4,Huevo-plato,4332.000,0.000,2.91,12612.000,0
1994,4,Campeche,3,Ave     ,8,Ganado en pie,8012.000,0.000,4.50,36054.000,0
1994,4,Campeche,4,Bovino,1,Carne,17989.000,0.000,6.63,119316.000,0
1994,4,Campeche,4,Bovino,3,Ganado en pie,34728.000,0.000,4.10,142385.000,0
1994,4,Campeche,4,Bovino,6,Leche,16654.000,0.000,1.02,17014.000,0
1994,4,Campeche,6,Caprino,1,Carne,7.000,0.000,10.00,70.000,0
1994,4,Campeche,6,Caprino,3,Ganado en pie,17.000,0.000,4.65,79.000,0
1994,4,Campeche,12,Ovino,1,Carne,102.000,0.000,9.07,925.000,0
1994,4,Campeche,12,Ovino,3,Ganado en pie,224.000,0.000,5.77,1292.000,0
1994,4,Campeche,14,Porcino,1,Carne,4202.000,0.000,7.56,31770.000,0
1994,4,Campeche,14,Porcino,3,Ganado en pie,5500.000,0.000,4.12,22660.000,0
1994,5,Coahuila,1,Abeja,2,Cera,42.000,0.000,6.95,292.000,0
1994,5,Coahuila,1,Abeja,7,Miel,150.000,0.000,6.04,906.000,0
1994,5,Coahuila,3,Ave     ,1,Carne,48071.000,0.000,5.50,264393.000,0
1994,5,Coahuila,3,Ave     ,4,Huevo-plato,46833.000,0.000,3.29,154156.000,0
1994,5,Coahuila,3,Ave     ,8,Ganado en pie,62920.000,0.000,3.51,220849.000,0
1994,5,Coahuila,4,Bovino,1,Carne,37087.000,0.000,6.98,258925.000,0
1994,5,Coahuila,4,Bovino,3,Ganado en pie,68300.000,0.000,5.14,351062.000,0
1994,5,Coahuila,4,Bovino,6,Leche,616388.000,0.000,1.09,673142.000,0
1994,5,Coahuila,6,Caprino,1,Carne,3293.000,0.000,9.51,31301.000,0
1994,5,Coahuila,6,Caprino,3,Ganado en pie,6599.000,0.000,4.40,29036.000,0
1994,5,Coahuila,6,Caprino,6,Leche,48599.000,0.000,0.99,47948.000,0
1994,5,Coahuila,12,Ovino,1,Carne,473.000,0.000,7.80,3691.000,0
1994,5,Coahuila,12,Ovino,3,Ganado en pie,1080.000,0.000,5.15,5562.000,0
1994,5,Coahuila,12,Ovino,5,Lana,131.000,0.000,1.51,198.000,0
1994,5,Coahuila,14,Porcino,1,Carne,3260.000,0.000,6.68,21781.000,0
1994,5,Coahuila,14,Porcino,3,Ganado en pie,4163.000,0.000,4.21,17526.000,0
1994,6,Colima,1,Abeja,2,Cera,77.000,0.000,7.00,539.000,0
1994,6,Colima,1,Abeja,7,Miel,1070.000,0.000,6.00,6420.000,0
1994,6,Colima,3,Ave     ,1,Carne,5447.000,0.000,6.00,34045.000,0
1994,6,Colima,3,Ave     ,4,Huevo-plato,2355.000,0.000,3.80,8948.000,0
1994,6,Colima,3,Ave     ,8,Ganado en pie,6912.000,0.000,4.50,31104.000,0
1994,6,Colima,4,Bovino,1,Carne,9506.000,0.000,8.11,77135.000,0
1994,6,Colima,4,Bovino,3,Ganado en pie,18072.000,0.000,4.40,79517.000,0
1994,6,Colima,4,Bovino,6,Leche,35934.000,0.000,1.00,35934.000,0
1994,6,Colima,6,Caprino,1,Carne,114.000,0.000,14.11,1609.000,0
1994,6,Colima,6,Caprino,3,Ganado en pie,277.000,0.000,6.00,1662.000,0
1994,6,Colima,6,Caprino,6,Leche,15.000,0.000,1.47,22.000,0
1994,6,Colima,12,Ovino,1,Carne,142.000,0.000,13.08,1858.000,0
1994,6,Colima,12,Ovino,3,Ganado en pie,350.000,0.000,6.00,2100.000,0
1994,6,Colima,14,Porcino,1,Carne,2315.000,0.000,7.48,17326.000,0
1994,6,Colima,14,Porcino,3,Ganado en pie,3099.000,0.000,4.46,13822.000,0
